10:54:53.672472,0,0,0,0,0,0,0,0
10:54:53.689099,-8388608,-8388608,-8388608,-8388608,1139268,-8388608,-8388608,-8388608
10:54:53.690574,-8388608,-8388608,-8388608,-8388608,1153615,-8388608,-8388608,-8388608
10:54:53.690574,-8388608,-8388608,-8388608,-8388608,1230866,-8388608,-8388608,-8388608
10:54:53.690574,-8388608,-8388608,-8388608,-8388608,1269694,-8388608,-8388608,-8388608
10:54:53.690574,-8388608,-8388608,-8388608,-8388608,1224691,-8388608,-8388608,-8388608
10:54:53.707149,-8388608,-8388608,-8388608,-8388608,1139817,-8388608,-8388608,-8388608
10:54:53.707149,-8388608,-8388608,-8388608,-8388608,1151419,-8388608,-8388608,-8388608
10:54:53.707149,-8388608,-8388608,-8388608,-8388608,1232585,-8388608,-8388608,-8388608
10:54:53.707149,-8388608,-8388608,-8388608,-8388608,1270199,-8388608,-8388608,-8388608
10:54:53.725441,-8388608,-8388608,-8388608,-8388608,1209515,-8388608,-8388608,-8388608
10:54:53.728933,-8388608,-8388608,-8388608,-8388608,1135336,-8388608,-8388608,-8388608
10:54:53.728933,-8388608,-8388608,-8388608,-8388608,1158569,-8388608,-8388608,-8388608
10:54:53.728933,-8388608,-8388608,-8388608,-8388608,1227167,-8388608,-8388608,-8388608
10:54:53.739699,-8388608,-8388608,-8388608,-8388608,1264739,-8388608,-8388608,-8388608
10:54:53.739699,-8388608,-8388608,-8388608,-8388608,1208939,-8388608,-8388608,-8388608
10:54:53.739699,-8388608,-8388608,-8388608,-8388608,1132851,-8388608,-8388608,-8388608
10:54:53.739699,-8388608,-8388608,-8388608,-8388608,1143881,-8388608,-8388608,-8388608
10:54:53.756424,-8388608,-8388608,-8388608,-8388608,1226487,-8388608,-8388608,-8388608
10:54:53.756424,-8388608,-8388608,-8388608,-8388608,1273969,-8388608,-8388608,-8388608
10:54:53.756424,-8388608,-8388608,-8388608,-8388608,1216359,-8388608,-8388608,-8388608
10:54:53.756424,-8388608,-8388608,-8388608,-8388608,1141207,-8388608,-8388608,-8388608
10:54:53.772246,-8388608,-8388608,-8388608,-8388608,1148575,-8388608,-8388608,-8388608
10:54:53.773077,-8388608,-8388608,-8388608,-8388608,1220253,-8388608,-8388608,-8388608
10:54:53.773077,-8388608,-8388608,-8388608,-8388608,1261907,-8388608,-8388608,-8388608
10:54:53.773077,-8388608,-8388608,-8388608,-8388608,1220228,-8388608,-8388608,-8388608
10:54:53.773077,-8388608,-8388608,-8388608,-8388608,1140093,-8388608,-8388608,-8388608
